customer_id,customer_name,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
CUST-0441,Jeremy Mitchell,12,16,20297.45,4,2,4,10,New / Promising
CUST-0450,Phillip Nelson,9,17,14080.98,5,3,2,10,Loyal Customers
CUST-0432,Jack White,57,20,21045.41,2,4,4,10,At Risk
CUST-0117,William Herrera,21,21,12618.380000000001,4,4,2,10,Loyal Customers
CUST-0108,Sierra Johnson,18,17,19103.66,4,2,4,10,New / Promising
CUST-0401,Robin Young,45,19,17947.43,2,4,4,10,At Risk
CUST-0417,Gwendolyn Klein,13,20,13345.28,4,4,2,10,Loyal Customers
CUST-0397,Jennifer Collins,67,22,17842.36,1,5,4,10,At Risk
CUST-0408,Jeremy Turner,47,19,20386.41,2,4,4,10,At Risk
CUST-0137,Robert Potter,28,17,20708.07,3,3,4,10,Loyal Customers
CUST-0329,Jeremy Sampson,30,18,21563.48,3,3,4,10,Loyal Customers
CUST-0340,David Thompson,67,23,20639.84,1,5,4,10,At Risk
CUST-0386,Chad Scott,101,20,26478.88,1,4,5,10,At Risk
CUST-0368,Holly Farmer,54,19,19299.18,2,4,4,10,At Risk
CUST-0366,Kenneth Lewis,14,19,13746.39,4,4,2,10,Loyal Customers
CUST-0153,Denise Jones,8,20,12079.68,5,4,1,10,Loyal Customers
CUST-0144,Christopher Rubio,12,18,15589.72,4,3,3,10,Loyal Customers
CUST-0308,Carlos Ryan,31,18,20506.5,3,3,4,10,Loyal Customers
CUST-0154,Devon Flores,73,23,21915.77,1,5,4,10,At Risk
CUST-0178,Michael Wang,3,20,8741.81,5,4,1,10,Loyal Customers
CUST-0177,Michael Elliott,1,16,15795.7,5,2,3,10,New / Promising
CUST-0186,Dr. Hannah Patterson,191,21,27751.84,1,4,5,10,At Risk
CUST-0180,Robert Oconnell,3,16,16284.83,5,2,3,10,New / Promising
CUST-0273,Jonathan Lawrence,80,20,25392.61,1,4,5,10,At Risk
CUST-0284,Shelia Wallace,7,19,11253.08,5,4,1,10,Loyal Customers
CUST-0224,Theresa Clark,47,19,18114.4,2,4,4,10,At Risk
CUST-0219,Justin Torres,31,23,13170.99,3,5,2,10,Loyal Customers
CUST-0267,Kimberly Gibson,36,19,16658.41,3,4,3,10,Loyal Customers
CUST-0207,Bryan Herrera,28,19,20869.29,3,3,4,10,Loyal Customers
CUST-0226,Benjamin Smith,33,17,21823.39,3,3,4,10,Loyal Customers
CUST-0253,Tanya Kim,74,22,19677.7,1,5,4,10,At Risk
CUST-0488,Samantha Gardner,19,17,16799.94,4,3,3,10,Loyal Customers
CUST-0237,Andrew Reynolds,30,19,17617.98,3,4,3,10,Loyal Customers
CUST-0483,Evelyn Martinez,7,18,13323.56,5,3,2,10,Loyal Customers
CUST-0031,Rebecca Henderson,19,15,18891.15,4,2,4,10,New / Promising
CUST-0005,Cristian Santos,27,18,17233.52,3,3,3,9,Loyal Customers
CUST-0091,Matthew Mcmillan,58,21,17548.329999999998,2,4,3,9,At Risk
CUST-0046,Philip Cannon,116,20,19092.23,1,4,4,9,At Risk
CUST-0008,Gina Moore,21,15,15756.06,4,2,3,9,New / Promising
CUST-0019,Lisa Jackson,22,18,17458.19,3,3,3,9,Loyal Customers
CUST-0421,George Harper,56,19,16212.09,2,4,3,9,At Risk
CUST-0084,Paul Jones,6,16,13911.5,5,2,2,9,New / Promising
CUST-0082,Mike Allen,49,17,22774.420000000002,2,2,5,9,Needs Attention
CUST-0080,Lisa Barnes,6,16,14177.5,5,2,2,9,New / Promising
CUST-0086,Daniel Baker,9,13,17643.89,5,1,3,9,New / Promising
CUST-0295,Ryan Gonzalez,44,17,19560.53,2,3,4,9,At Risk
CUST-0254,Barbara Dudley,54,21,15903.630000000001,2,4,3,9,At Risk
CUST-0251,Isaiah Avila,4,16,12511.1,5,2,2,9,New / Promising
CUST-0217,Rodney Morales,3,14,17563.25,5,1,3,9,New / Promising
CUST-0261,Katie Suarez,38,21,17080.57,2,4,3,9,At Risk
CUST-0208,Cathy Robinson,63,19,21846.899999999998,2,3,4,9,At Risk
CUST-0206,David Martinez,30,22,9411.6,3,5,1,9,Loyal Customers
CUST-0235,Michael Lyons,102,19,17778.39,1,4,4,9,At Risk
CUST-0280,Nathan Malone,27,19,12372.62,3,4,2,9,Loyal Customers
CUST-0293,Jeremy Reed,65,21,15876.56,2,4,3,9,At Risk
CUST-0292,Stephanie Byrd,50,18,17923.79,2,3,4,9,At Risk
CUST-0255,Cynthia Moore,12,16,15433.61,4,2,3,9,New / Promising
CUST-0289,Lisa Allen,51,17,19396.44,2,3,4,9,At Risk
CUST-0160,Jamie Smith,112,19,22203.7,1,3,5,9,At Risk
CUST-0281,Amanda Jones,27,17,15906.21,3,3,3,9,Loyal Customers
CUST-0297,Laura Haney,2,14,14799.95,5,1,3,9,New / Promising
CUST-0216,Anthony Everett,14,16,15829.63,4,2,3,9,New / Promising
CUST-0411,Angela Lin,66,18,26241.22,1,3,5,9,At Risk
CUST-0405,Joann Glass,36,19,14759.74,3,4,2,9,Loyal Customers
CUST-0303,Megan Le,36,18,16865.47,3,3,3,9,Loyal Customers
CUST-0367,Courtney Rodriguez,10,15,14744.39,5,2,2,9,New / Promising
CUST-0325,Natalie Bautista,175,21,19433.02,1,4,4,9,At Risk
CUST-0323,Johnathan Davis,27,20,13744.26,3,4,2,9,Loyal Customers
CUST-0316,Jordan Chambers,6,17,9867.710000000001,5,3,1,9,Loyal Customers
CUST-0315,Richard Smith,20,16,15909.97,4,2,3,9,New / Promising
CUST-0146,Joyce Solis,16,13,19559.04,4,1,4,9,New / Promising
CUST-0167,Alyssa Long,28,18,15206.7,3,3,3,9,Loyal Customers
CUST-0362,Laurie Hoffman,86,20,18156.0,1,4,4,9,At Risk
CUST-0345,Kayla Rodriguez,40,18,19192.05,2,3,4,9,At Risk
CUST-0336,Andrea Hubbard,6,15,14289.32,5,2,2,9,New / Promising
CUST-0009,Gabrielle Davis,33,20,14169.449999999999,3,4,2,9,Loyal Customers
CUST-0378,Paula Bradley,11,21,11447.43,4,4,1,9,Loyal Customers
CUST-0073,Brittney Phillips,25,19,17580.41,3,3,3,9,Loyal Customers
CUST-0442,Joann Ferguson,4,15,14191.960000000001,5,2,2,9,New / Promising
CUST-0064,Donald Wright,16,18,14587.42,4,3,2,9,Loyal Customers
CUST-0039,Elizabeth Fowler,23,18,15519.78,3,3,3,9,Loyal Customers
CUST-0480,Kaylee Hays,2,18,8719.72,5,3,1,9,Loyal Customers
CUST-0033,Tricia Valencia,16,14,20926.24,4,1,4,9,New / Promising
CUST-0032,James Ferrell,77,21,17997.96,1,4,4,9,At Risk
CUST-0069,James Brown,42,19,17802.23,2,3,4,9,At Risk
CUST-0043,Sherry Decker,76,18,22962.2,1,3,5,9,At Risk
CUST-0238,David Davis,33,22,10988.23,3,5,1,9,Loyal Customers
CUST-0120,Jeffrey Chandler,17,17,16828.05,4,2,3,9,New / Promising
CUST-0123,April Frost,66,22,16824.47,1,5,3,9,At Risk
CUST-0127,Michelle Evans,14,17,15461.14,4,2,3,9,New / Promising
CUST-0376,Paul Lewis,26,17,16712.61,3,3,3,9,Loyal Customers
CUST-0341,Allison Smith,67,19,19499.670000000002,1,4,4,9,At Risk
CUST-0370,Sabrina Austin,29,16,20353.23,3,2,4,9,Needs Attention
CUST-0220,Bailey Duran Dds,13,16,14325.08,4,2,2,8,New / Promising
CUST-0278,Marie Christian,77,19,15741.69,1,4,3,8,At Risk
CUST-0188,Samantha Garcia,65,18,17432.36,2,3,3,8,At Risk
CUST-0387,Adam Burgess,24,17,14026.72,3,3,2,8,Loyal Customers
CUST-0447,Brenda Wright,1,15,6907.79,5,2,1,8,New / Promising
CUST-0074,Lauren Daniels,13,15,14331.7,4,2,2,8,New / Promising
CUST-0436,Sophia Johnson,67,21,16878.72,1,4,3,8,At Risk
CUST-0385,Aimee Turner,49,17,16079.15,2,3,3,8,At Risk
CUST-0390,Scott Williams,81,19,15499.529999999999,1,4,3,8,At Risk
CUST-0380,Megan Nelson,3,16,7889.89,5,2,1,8,New / Promising
CUST-0112,Shannon Walker,71,19,20308.46,1,3,4,8,At Risk
CUST-0357,Jesse Perry,18,15,14585.74,4,2,2,8,New / Promising
CUST-0312,Victor Taylor,21,18,11284.75,4,3,1,8,Loyal Customers
CUST-0358,Jeffery Ortega,24,17,12969.3,3,3,2,8,Loyal Customers
CUST-0155,Brenda Hall,42,20,13537.09,2,4,2,8,At Risk
CUST-0145,Amber Wright,5,16,11347.27,5,2,1,8,New / Promising
CUST-0374,Sergio Knight,53,18,15728.310000000001,2,3,3,8,At Risk
CUST-0301,Tanner Mitchell Dds,19,18,11912.92,4,3,1,8,Loyal Customers
CUST-0322,Charles Shah,63,16,17853.5,2,2,4,8,Needs Attention
CUST-0392,Laura Mckinney,42,21,12659.11,2,4,2,8,At Risk
CUST-0171,Jamie Walton,15,15,12803.99,4,2,2,8,New / Promising
CUST-0124,Michelle Harmon,131,18,18466.42,1,3,4,8,At Risk
CUST-0203,Elizabeth Perkins,36,16,15728.45,3,2,3,8,Needs Attention
CUST-0451,Brittany Kim,53,17,17655.53,2,3,3,8,At Risk
CUST-0394,Robert Montgomery,21,15,13800.6,4,2,2,8,New / Promising
CUST-0304,Sara Fuller,75,17,19515.79,1,3,4,8,At Risk
CUST-0134,Daniel Kennedy,18,17,11891.619999999999,4,3,1,8,Loyal Customers
CUST-0058,Richard Aguirre,22,17,15323.85,3,2,3,8,Needs Attention
CUST-0482,Howard Norman,11,17,10343.68,4,3,1,8,Loyal Customers
CUST-0472,Richard Cooper,24,18,13832.470000000001,3,3,2,8,Loyal Customers
CUST-0242,Matthew Moon,2,16,9177.28,5,2,1,8,New / Promising
CUST-0054,Mark Perez,100,21,16379.08,1,4,3,8,At Risk
CUST-0465,Jose Allen,78,19,17208.09,1,4,3,8,At Risk
CUST-0042,Fred Smith,22,16,15774.28,3,2,3,8,Needs Attention
CUST-0487,Monica Miller,53,18,17215.21,2,3,3,8,At Risk
CUST-0106,Marc Moore,19,19,11985.33,4,3,1,8,Loyal Customers
CUST-0078,Megan Young,35,17,14900.98,3,2,3,8,Needs Attention
CUST-0045,Angelica Tucker,5,15,9356.27,5,2,1,8,New / Promising
CUST-0276,Matthew Moore,49,17,16279.789999999999,2,3,3,8,At Risk
CUST-0247,Krista Gibson,19,18,12108.36,4,3,1,8,Loyal Customers
CUST-0416,Antonio Garcia,1,15,8862.12,5,2,1,8,New / Promising
CUST-0418,Carrie Wright,2,14,12901.96,5,1,2,8,New / Promising
CUST-0015,Dylan Miller,6,16,9813.13,5,2,1,8,New / Promising
CUST-0479,Curtis Williams,34,13,15375.93,3,1,3,7,Needs Attention
CUST-0471,Veronica King,37,17,12465.69,2,3,2,7,At Risk
CUST-0034,Nathan Maldonado,30,15,12363.76,3,2,2,7,Needs Attention
CUST-0468,William Jones,6,11,11999.93,5,1,1,7,New / Promising
CUST-0474,Evelyn Williams,41,15,16977.94,2,2,3,7,Needs Attention
CUST-0438,Christopher Guerra,31,16,13755.87,3,2,2,7,Needs Attention
CUST-0434,Chad Jones,23,14,16703.760000000002,3,1,3,7,Needs Attention
CUST-0477,Robin Brown,22,18,11343.97,3,3,1,7,Loyal Customers
CUST-0446,Tracy Montoya,80,16,17953.09,1,2,4,7,Needs Attention
CUST-0458,Brenda Thornton,33,16,12655.08,3,2,2,7,Needs Attention
CUST-0118,Ashley Waller,24,17,12340.710000000001,3,2,2,7,Needs Attention
CUST-0338,Charles Lester,11,15,10855.23,4,2,1,7,New / Promising
CUST-0135,Rebecca Jackson,46,16,17713.79,2,2,3,7,Needs Attention
CUST-0147,Victoria Larson,48,19,13396.79,2,3,2,7,At Risk
CUST-0453,Alexander Brown,17,15,10881.83,4,2,1,7,New / Promising
CUST-0377,Glen Wood,19,13,12840.89,4,1,2,7,New / Promising
CUST-0334,Linda Smith,128,17,15189.81,1,3,3,7,At Risk
CUST-0348,Victor Brown,20,13,12429.24,4,1,2,7,New / Promising
CUST-0396,Dana Chapman,3,11,6542.049999999999,5,1,1,7,New / Promising
CUST-0365,Tracy Burke,220,17,15671.289999999999,1,3,3,7,At Risk
CUST-0311,Dr. Paul Morgan,52,15,15697.31,2,2,3,7,Needs Attention
CUST-0195,John Bishop,63,14,18758.89,2,1,4,7,Needs Attention
CUST-0262,Desiree Tyler,68,17,17245.7,1,3,3,7,At Risk
CUST-0190,Jessica Gross,48,15,16142.76,2,2,3,7,Needs Attention
CUST-0185,Lindsay Martinez,13,11,12764.61,4,1,2,7,New / Promising
CUST-0291,David Smith,111,19,13694.95,1,4,2,7,At Risk
CUST-0201,Melissa Brewer,29,17,9581.09,3,3,1,7,Loyal Customers
CUST-0256,Kristen Davis,37,15,14857.55,2,2,3,7,Needs Attention
